Book Name;Quote
The Snowball (Schroeder, Alice);“When I was sixteen, I had just two things on my mind—girls and cars,” Buffett would say, taking a little poetic license here by leaving out the part about the money. “I wasn’t very good with girls. So I thought about cars. I thought about girls, too, but I had more luck with cars. “Let’s say that when I turned sixteen, a genie had appeared to me. And that genie said, ‘Warren, I’m going to give you the car of your choice. It’ll be here tomorrow morning with a big bow tied on it. Brand-new. And it’s all yours.’ “Having heard all the genie stories, I would say, ‘What’s the catch?’ And the genie would answer, ‘There’s only one catch. This is the last car you’re ever going to get in your life. So it’s got to last a lifetime.’ “If that had happened, I would have picked out that car. But, can you imagine, knowing it had to last a lifetime, what I would do with it? “I would read the manual about five times. I would always keep it garaged. If there was the least little dent or scratch, I’d have it fixed right away because I wouldn’t want it rusting. I would baby that car, because it would have to last a lifetime. “That’s exactly the position you are in concerning your mind and body. You only get one mind and one body. And it’s got to last a lifetime. Now, it’s very easy to let them ride for many years. But if you don’t take care of that mind and that body, they’ll be a wreck forty years later, just like the car would be. “It’s what you do right now, today, that determines how your mind and body will operate ten, twenty, and thirty years from now.”
The Snowball (Schroeder, Alice);“I cried a lot when my mother died. It wasn’t because I was sad and missed her. It was because of the waste. She had her good parts, but the bad parts kept me from having a relationship with her. My dad and I never talked about it. But I really regret the waste of what could have been.”
The Snowball (Schroeder, Alice);“I had a considerable passion to get rich,” Munger said. “Not because I wanted Ferraris—I wanted the independence. I desperately wanted it. I thought it was undignified to have to send invoices to other people. I don’t know where I got that notion from, but I had it.”
The Snowball (Schroeder, Alice);“Be fearful when others are greedy, and greedy when others are fearful.”
The Snowball (Schroeder, Alice);Warren learned three lessons and would call this episode one of the most important of his life. One lesson was not to overly fixate on what he had paid for a stock. The second was not to rush unthinkingly to grab a small profit.
The Snowball (Schroeder, Alice);“If you go from the first floor to the hundredth floor of a building and then go back to the ninety-eighth, you’ll feel worse than if you’ve just gone from the first to the second, you know. But you’ve got to fight that feeling, because you’re still on the ninety-eighth floor.”
The Snowball (Schroeder, Alice);If the butcher, baker, and candlestick maker gave away options for shares worth, say, twenty percent of their businesses, they would be acutely aware that they had just given away a chunk of the profits as well.
The Snowball (Schroeder, Alice);“You can’t do well in investing unless you think independently. And the truth is, you are neither right nor wrong because people agree with you. You’re right because your facts and reasoning are right. In the end, that’s what counts.”
The Snowball (Schroeder, Alice);"Meanwhile, EMH and its underpinning, the capital asset pricing model, drove extraordinary and deep roots into the investing world; it launched a view of the stock market as an efficient statistical machine. In a reliably efficient market, a stock was risky not based on where it was trading versus its intrinsic value, but based on “volatility”—how likely it was to deviate from the market average."
The Snowball (Schroeder, Alice);From Graham’s class, Warren took away three main principles: A stock is the right to own a little piece of a business. A stock is worth a certain fraction of what you would be willing to pay for the whole business. Use a margin of safety. Investing is built on estimates and uncertainty. A wide margin of safety ensures that the effects of good decisions are not wiped out by errors. The way to advance, above all, is by not retreating. Mr. Market is your servant, not your master. Graham postulated a moody character called Mr. Market, who offers to buy and sell stocks every day, often at prices that don’t make sense. Mr. Market’s moods should not influence your view of price. However, from time to time he does offer the chance to buy low and sell high.
The Snowball (Schroeder, Alice);“Derivatives are like sex,” Buffett said. “It’s not who we’re sleeping with, it’s who they’re sleeping with that’s the problem.”
The Snowball (Schroeder, Alice);If someone could buy the stock at a price that valued the company cheaper than its net worth, Graham said, eventually—a tricky word, “eventually”—the stock’s price would rise to reflect this intrinsic value.14
The Snowball (Schroeder, Alice);When things went wrong, Munger would set out toward new goals rather than let himself dwell on the negative.
The Snowball (Schroeder, Alice);“The purpose of life is to be loved by as many people as possible among those you want to have love you.”
The Snowball (Schroeder, Alice);But betting on volatility seemed to make sense when the market rose as predicted. When enough time passes and nothing bad happens, people who are making a lot of money tend to think it is because they are smart, not because they are taking a lot of risk.
The Snowball (Schroeder, Alice);Berkshire’s best opportunities always came at times of uncertainty, when others lacked the insight, resources, and fortitude to make the right judgments and commit. “Cash combined with courage in a crisis is priceless,” said Buffett.
The Snowball (Schroeder, Alice);What was it you couldn’t see that prevented you from remaining the leader? Most of the proposed answers, regardless of the company, revolved around arrogance, complacency, and what Buffett called the “Institutional Imperative”—the tendency for companies to engage in activity for its own sake and to copy their peers instead of trying to stay ahead of them. Some companies didn’t bring in young people with fresh ideas. Sometimes managements weren’t attuned to tectonic shifts in their industry
The Snowball (Schroeder, Alice);He spoke of them only in private, if at all. To the students, he explained his “Twenty Punches” approach to investing. “You’d get very rich,” he said, “if you thought of yourself as having a card with only twenty punches in a lifetime, and every financial decision used up one punch. You’d resist the temptation to dabble. You’d make more good decisions and you’d make more big decisions.”
The Snowball (Schroeder, Alice);But he had also learned to shut down emotionally in the face of a possible eruption. The trick, he felt, was “to create a shell around yourself with respect to that, without creating a shell that extends beyond” the situation, to keep from becoming a hardened person.
The Snowball (Schroeder, Alice);he remained brilliant at balancing his priorities. As requests for his time grew, his view that commitments are sacred and his natural inclination to conserve energy saved him from succumbing to the flattery of being in demand. If he added something to his schedule, he discarded something else. He never rushed. His friends could pick up the phone and call him whenever they liked.
The Snowball (Schroeder, Alice);"He spoke of them only in private, if at all. To the students, he explained his “Twenty Punches” approach to investing. “You’d get very rich,” he said, “if you thought of yourself as having a card with only twenty punches in a lifetime, and every financial decision used up one punch. You’d resist the temptation to dabble. You’d make more good decisions and you’d make more big decisions.” He ran his life on Twenty Punches, too, with as little flitting as he could arrange. Same house, same wife for fifty years, same Astrid on Farnam Street; no desire to buy and sell real estate, art, cars, tokens of wealth; no jumping from city to city or career to career. Some of that was easy for a man so certain of himself; some of it came with being a creature of habit; some of it was a natural tendency to let things compound; and some of it was the wisdom of inertia. When he gave somebody a punch on his card, they became a part of him and that decision was permanent. Any crack in the facade of permanence was extraordinarily difficult for him to face."
The Snowball (Schroeder, Alice);What was it you couldn’t see that prevented you from remaining the leader? Most of the proposed answers, regardless of the company, revolved around arrogance, complacency, and what Buffett called the “Institutional Imperative”—the tendency for companies to engage in activity for its own sake and to copy their peers instead of trying to stay ahead of them. Some companies didn’t bring in young people with fresh ideas. Sometimes managements weren’t attuned to tectonic shifts in their industry. Nobody suggested these problems were easy to cure.
The Snowball (Schroeder, Alice);He was a likable boss who never lost his temper, never changed his mind capriciously, never said a rude word to anyone, never berated or criticized his employees, didn’t second-guess people on their work, and let them do their jobs without interference. He also operated on the assumption that if somebody was smart, they could do anything. Charlie Munger said of him, “Warren doesn’t have stress, he causes it.” Dale Carnegie said to give people a fine reputation to live up to, and Buffett had learned that lesson well. He knew how to
The Snowball (Schroeder, Alice);Warren learned three lessons and would call this episode one of the most important of his life. One lesson was not to overly fixate on what he had paid for a stock. The second was not to rush unthinkingly to grab a small profit. He learned these two lessons by brooding
The Snowball (Schroeder, Alice);Buffett was now forced to act. Deploying capital with no hope of a return was a cardinal sin to him.
The Snowball (Schroeder, Alice);The method was the same: Estimate an investment’s intrinsic value, handicap its risk, buy using margin of safety, concentrate, stay in the circle of competence, let it roll as compounding did the work. Anyone could understand these simple ideas, but even though Buffett made the process look effortless, the technique and discipline underlying it involved an enormous amount of work for him and his employees.
The Snowball (Schroeder, Alice);“I would get these papers from 1929. I couldn’t get enough of it. I read everything—not just the business and stock-market stories. History is interesting, and there is something about history in a newspaper, just seeing a place, the stories, even the ads, everything. It takes you into a different world, told by somebody who was an eyewitness, and you are really living in that time.”
The Snowball (Schroeder, Alice);“Then at dinner, Bill Gates Sr. posed the question to the table: What factor did people feel was the most important in getting to where they’d gotten in life? And I said, ‘Focus,’ And Bill said the same thing.” It is unclear how many people at the table understood “focus” as Buffett lived that word. This kind of innate focus couldn’t be emulated. It meant the intensity that is the price of excellence. It meant the discipline and passionate perfectionism that made Thomas Edison the quintessential American inventor, Walt Disney the king of family entertainment, and James Brown the Godfather of Soul. It meant single-minded obsession with an ideal.
The Snowball (Schroeder, Alice);Munger’s mental habit of setting low expectations was well established. He equated this with the route to happiness, since he felt that high expectations led to fault-finding. Low expectations made it harder to be disappointed. Paradoxically, however, they could also confound success.
The Snowball (Schroeder, Alice);we’re both in this learning at the same time.”19 Munger often attributed much of Buffett’s success to the fact that he was a “learning machine.”
The Snowball (Schroeder, Alice);"Meanwhile, EMH and its underpinning, the capital asset pricing model, drove extraordinary and deep roots into the investing world; it launched a view of the stock market as an efficient statistical machine. In a reliably efficient market, a stock was risky not based on where it was trading versus its intrinsic value, but based on “volatility”"
The Snowball (Schroeder, Alice);He was a likable boss who never lost his temper, never changed his mind capriciously, never said a rude word to anyone, never berated or criticized his employees, didn’t second-guess people on their work, and let them do their jobs without interference. He also operated on the assumption that if somebody was smart, they could do anything. Charlie Munger said of him, “Warren doesn’t have stress, he causes it.” Dale Carnegie said to give people a fine reputation to live up to, and Buffett had learned that lesson well. He knew how to Carnegize heroic accomplishments out of his people.
The Snowball (Schroeder, Alice);"“Buy American: I Am,” in which he said that stocks were cheap enough and that while they might get cheaper, looking for the bottom is a fool’s game; that stocks are the best protection against inflation; and that he could be putting all his personal investments into the stock market within the next year."
The Snowball (Schroeder, Alice);Buffett and Munger defined risk as not losing money.
The Snowball (Schroeder, Alice);a stock is a piece of a business, not a bunch of numbers on a screen.
The Snowball (Schroeder, Alice);Ben Graham, always used to say, ‘You can get in way more trouble with a good idea than a bad idea,’ because you forget that the good idea has limits.
The Snowball (Schroeder, Alice);"Inflation was his ace in the hole; over time, even if the economy did not do well, the nominal earnings of companies would increase significantly if inflation returned, and so would the prices of their stocks."
The Snowball (Schroeder, Alice);Since Dempster was just another cigar butt, Warren applied his cigar-butt technique, which was to keep buying a stock as long as it continued to sell below book value. If the price rose for any reason, he could sell out at a profit. If it didn’t, and he ended up buying until he owned so much stock that he controlled the company, he could sell off—that is, liquidate—its assets at a profit.
The Snowball (Schroeder, Alice);Munger had the attitude that if you weren’t already rich, you could afford to take some risk—if the odds were right—to get rich.
The Snowball (Schroeder, Alice);Buffett and Munger defined risk as not losing money. To them, risk was “inextricably bound up in your time horizon for holding an asset.”34 Someone who can hold an asset for years can afford to ignore its volatility. Someone who is leveraged does not have that luxury
The Snowball (Schroeder, Alice);“Praise by name, criticize by category” was Buffett’s rule.
The Snowball (Schroeder, Alice);“It’s crazy to take little in-between jobs just because they look good on your résumé. That’s like saving sex for your old age. Do what you love and work for whom you admire the most, and you’ve given yourself the best chance in life you can.”
The Snowball (Schroeder, Alice);If someone could buy the stock at a price that valued the company cheaper than its net worth, Graham said, eventually—a tricky word, “eventually”—the stock’s price would rise to reflect this intrinsic value.14 It sounded simple,
The Snowball (Schroeder, Alice);“The ideal business is one that earns very high returns on capital and that keeps using lots of capital at those high returns. That becomes a compounding machine,” Buffett said. “So if you had your choice, if you could put a hundred million dollars into a business that earns twenty percent on that capital—twenty million—ideally, it would be able to earn twenty percent on a hundred twenty million the following year and on a hundred forty-four million the following year and so on. You could keep redeploying capital at [those] same returns over time. But there are very, very, very few businesses like that…we can move that money around from those businesses to buy more businesses.”
The Snowball (Schroeder, Alice);Buffett would forever go to extremes to control his overhead by paying for expenses in ways that could be shut off as needed, or, better yet—as in this case—could be covered in ways that made them effectively free.
The Snowball (Schroeder, Alice);"“The most important thing is to ask, ‘And then what?’ If you eliminate the twenty billion dollars or so raised by the estate tax, you’ve got to make the money up by taxing everybody else somehow. It’s amazing how hard the American population will fight for the families of those few thousand people who pay large estate taxes and for the whole rest of the country to pay for it out of their own pockets. “I don’t like anything that, in effect, creates a residue of humanity. I don’t like a tax system that goes in that direction; I don’t like an educational system that goes in that direction. I don’t like anything where the bottom twenty percent keep getting a poorer and poorer deal.”"
A Quietude é a Chave (HOLIDAY, RYAN);Nós não vivemos neste momento. Nós, na realidade, tentamos desesperadamente sair dele — pensando, fazendo, falando, nos preocupando, lembrando, esperando, seja o que for. Pagamos somas enormes para ter em nosso bolso um aparelho que garanta que nunca fiquemos entediados. Inscrevemo-nos em inúmeras atividades e assumimos um sem-fim de obrigações, corremos atrás de dinheiro e realizações, tudo com a crença ingênua de que no fim disso haverá felicidade.
A Quietude é a Chave (HOLIDAY, RYAN);“Se queres melhorar”, disse Epiteto certa vez, “contenta-te em parecer desinformado ou estúpido sobre assuntos supérfluos.”
A Quietude é a Chave (HOLIDAY, RYAN);Quando sabemos para quais coisas dizer não, podemos dizer sim para as que importam.
A Quietude é a Chave (HOLIDAY, RYAN);a mente é um lugar importante e sagrado. Mantenha-a limpa e desobstruída.
A Quietude é a Chave (HOLIDAY, RYAN);Coisas importantes sao atemporais. Esse capitulo tem tudo haver com aquele artigo sobre  pq parar de  acompanhar notícias
A Quietude é a Chave (HOLIDAY, RYAN);nosso melhor trabalho, o mais duradouro, vem de quando fazemos as coisas com calma. Quando avaliamos os riscos e esperamos pelos arremessos certos.
A Quietude é a Chave (HOLIDAY, RYAN);Evite ter seu ego tão perto do seu cargo para que, quando você perder seu cargo, seu ego não vá junto.
A Quietude é a Chave (HOLIDAY, RYAN);Qualquer pessoa que, concentrada profundamente, tenha sido acometida por um insight ou uma inspiração conhece a quietude. Qualquer pessoa que deu seu melhor em alguma coisa, sentiu orgulho de ter concluído a tarefa e de saber que não deixou absolutamente nada de lado — isso é quietude. Qualquer pessoa que deu um passo à frente sob o escrutínio da multidão e em seguida lançou mão de todas as suas horas de treino para aquela única apresentação — isso é quietude, ainda que envolva movimento ativo.
A Quietude é a Chave (HOLIDAY, RYAN);As coisas importantes ainda serão importantes quando chegarem a você.
A Quietude é a Chave (HOLIDAY, RYAN);“De repente”, Hakuin prometia a seus alunos, “de forma inesperada seus dentes afundam. Seu corpo sua frio até se encharcar. Naquele instante, tudo fica claro.” A palavra para isso era satori — um insight esclarecedor quando o inescrutável é revelado, quando uma verdade essencial se torna óbvia e inescapável.
A Quietude é a Chave (HOLIDAY, RYAN);De fato, é no estoicismo, no budismo e em inúmeras outras escolas que encontramos a mesma analogia: o mundo é como a água turva. Para ver através dela, temos de deixar as impurezas assentarem. Não podemos ser perturbados por aparências iniciais, e, se formos pacientes e calmos, a verdade nos será revelada.
A Quietude é a Chave (HOLIDAY, RYAN);independência mental e espiritual importam pouco se as coisas que possuímos no mundo físico acabam nos possuindo.
A Quietude é a Chave (HOLIDAY, RYAN);"Quanto menos convencidos estamos de nossa excepcionalidade, maior capacidade temos para compreender e contribuir para nosso ambiente; menos somos cegamente compelidos por nossas próprias necessidades; com mais clareza, podemos apreciar as necessidades daqueles à nossa volta; mais podemos compreender o ecossistema mais amplo, do qual somos uma parte."
A Quietude é a Chave (HOLIDAY, RYAN);confiança é a liberdade para estabelecer padrões próprios e livrar-se da necessidade de demonstrar seu valor. Uma pessoa confiante não teme a discordância e não vê a mudança — a troca de uma opinião incorreta por uma correta — como uma admissão de inferioridade. O ego, por outro lado, é abalado por dúvidas, afligido pela arrogância, exposto por sua própria presunção e ostentação. No entanto, não sonda a si mesmo — nem se deixa sondar — porque sabe o que poderia ser encontrado.
A Quietude é a Chave (HOLIDAY, RYAN);Um bom relacionamento requer que sejamos virtuosos, fiéis, presentes, empáticos, generosos, abertos e estejamos dispostos a ser parte de um todo maior. Para que haja crescimento, ele precisa de uma entrega real. Ninguém diria que é fácil. Mas enfrentar esse desafio — ou mesmo só tentar enfrentá-lo — nos transforma... se nós o permitirmos.
A Quietude é a Chave (HOLIDAY, RYAN);Não rejeite um momento difícil ou irritante por ele não ser exatamente o que você quer. Não desperdice um belo momento por insegurança ou timidez. Faça o possível com o que lhe foi dado. Viva o que pode ser vivido. É isso que é excelência. É isso que a presença proporciona.
A Quietude é a Chave (HOLIDAY, RYAN);As pessoas não têm silêncio suficiente em suas vidas porque não têm solitude suficiente. E não têm solitude suficiente porque não procuram ou cultivam o silêncio. É um círculo vicioso que impede a quietude e a reflexão, e por isso bloqueia boas ideias, que são quase sempre geradas na solitude.
A Quietude é a Chave (HOLIDAY, RYAN);O progresso da ciência e da tecnologia é essencial. Mas, para muitos de nós, modernos, ele veio à custa da perda da capacidade de fascínio e de reconhecer forças acima de nossa compreensão. Ele nos privou da capacidade de ter acesso à quietude espiritual e à devoção.
A Quietude é a Chave (HOLIDAY, RYAN);Essa é a diferença entre lazer e escapismo. É a intenção.
A Quietude é a Chave (HOLIDAY, RYAN);Não é a marca de uma alma saudável encontrar beleza em coisas superficiais — a adulação da multidão, carros de luxo, propriedades enormes, prêmios reluzentes. Nem se sentir infeliz pela feiura do mundo
A Quietude é a Chave (HOLIDAY, RYAN);“O equilíbrio que ele mantinha entre o trabalho a todo vapor e o lazer criativo e restaurador deve ser estudado por qualquer um que ocupe um alto cargo.”
A Quietude é a Chave (HOLIDAY, RYAN);pé. A chave para uma boa caminhada é estar atento. Estar presente e aberto para a experiência. Deixe o celular de lado. Deixe os problemas prementes de sua vida de lado, ou melhor, deixe-os dissolver à medida que você se movimenta
A Quietude é a Chave (HOLIDAY, RYAN);Seja forte, se possível. Em todo caso, mantenha a calma. Tenha ilimitada paciência. Nunca encurrale um adversário e sempre o ajude a manter as aparências. Ponha-se no lugar dele — de modo a ver as coisas através dos seus olhos. Evite a presunção como o diabo — nada cega tanto quanto ela.
A Quietude é a Chave (HOLIDAY, RYAN);O vazio é o jejum da mente.” Marco Aurélio escreveu certa vez sobre “ficar livre de impressões que se agarram à mente, livre do futuro e do passado” para tornar-se a “esfera que se alegra em sua perfeita quietude”.
A Quietude é a Chave (HOLIDAY, RYAN);"Quanto menos convencidos estamos de nossa excepcionalidade, maior capacidade temos para compreender e contribuir para nosso ambiente; menos somos cegamente compelidos por nossas próprias necessidades; com mais clareza, podemos apreciar as necessidades daqueles à nossa volta; mais podemos compreender o ecossistema mais amplo, do qual somos uma parte. Paz é"
A Quietude é a Chave (HOLIDAY, RYAN);Feita vezes suficientes, com sinceridade e sentimento, a rotina se torna um ritual. A regularidade dela — a cadência diária — cria uma experiência profunda e significativa. Para uma pessoa, cuidar de um cavalo é mais uma tarefa. Para Simón Bolívar, era uma parte sagrada, essencial de seu dia. Quando o corpo está ocupado com o familiar, a mente pode relaxar.
A Quietude é a Chave (HOLIDAY, RYAN);É assim que são os melhores diários. Eles não são para o leitor. São para o escritor. Para desacelerar a mente. Para fazer as pazes consigo mesmo.
A Quietude é a Chave (HOLIDAY, RYAN);Não é que precisemos acreditar que Deus é grande, somente que alguma coisa é maior do que nós.
A Quietude é a Chave (HOLIDAY, RYAN);Não há ser humano mais miserável do que aquele em quem nada é habitual exceto a indecisão, e para o qual cada charuto que é aceso, cada copo que é bebido, a hora de se levantar e de ir para a cama a cada dia, e o início de cada trabalho são submetidos a uma expressa deliberação volitiva.
A Quietude é a Chave (HOLIDAY, RYAN);“O sono são os juros que temos de pagar sobre o capital que é cobrado na morte. Quanto mais alta a taxa de juros, e quanto mais regularmente ela é paga, mais a data de resgate é adiada.”
A Quietude é a Chave (HOLIDAY, RYAN);vida é insignificante para a pessoa que acha que suas escolhas não têm nenhum sentido.
A Quietude é a Chave (HOLIDAY, RYAN);Os sábios são tranquilos porque viram de tudo. Sabem o que esperar porque já passaram por isso. Cometeram erros e aprenderam com eles.
A Quietude é a Chave (HOLIDAY, RYAN);na verdade, a primeira obrigação de um líder ou de alguém responsável por tomar decisões. Nossa tarefa não é “seguir nosso instinto” ou nos fixarmos na primeira impressão que formamos. Não, precisamos ser fortes o bastante para resistir aos pensamentos que parecem bons demais, plausíveis demais, mas que muitas vezes estão errados. Afinal, se o líder não consegue ter calma para formar uma noção clara do quadro geral, quem terá?
A Quietude é a Chave (HOLIDAY, RYAN);"trabalho feito em troca de uma recompensa é muito inferior ao trabalho feito na ioga da sabedoria. Ponha seu coração no seu trabalho, mas nunca na recompensa. Não trabalhe pela recompensa; mas nunca pare de fazer o seu trabalho."
A Quietude é a Chave (HOLIDAY, RYAN);Porque a mente é um lugar importante e sagrado. Mantenha-a limpa e desobstruída.
A Quietude é a Chave (HOLIDAY, RYAN);Uma casa sem família não é um lar.
A Quietude é a Chave (HOLIDAY, RYAN);atento. Estar presente e aberto para a experiência. Deixe o celular de lado. Deixe os problemas prementes de sua vida de lado, ou melhor, deixe-os dissolver à medida que você se movimenta
A Quietude é a Chave (HOLIDAY, RYAN);Trabalhamos tão arduamente “pelas nossas famílias” que não percebemos a contradição — é por causa do trabalho que nunca as vemos.
A Quietude é a Chave (HOLIDAY, RYAN);O que é a virtude?, Sêneca perguntava. Então respondia: “Julgamento correto e inabalável.” A virtude dá origem às boas decisões, à felicidade e à paz. Ela irradia da alma e guia tanto a mente quanto o corpo.
A Quietude é a Chave (HOLIDAY, RYAN);A pintura, como todos os bons hobbies, ensinava aquele que a praticava a estar presente.
A Quietude é a Chave (HOLIDAY, RYAN);Empresários não caminham pelas ruas deliberadamente à procura de oportunidades — eles têm de se abrir para notar as pequenas coisas à sua volta.
A Quietude é a Chave (HOLIDAY, RYAN);A chave para uma boa caminhada é estar atento. Estar presente e aberto para a experiência. Deixe o celular de lado. Deixe os problemas prementes de sua vida de lado, ou melhor, deixe-os dissolver à medida que você se movimenta
A Quietude é a Chave (HOLIDAY, RYAN);vida é insignificante para a pessoa que acha que suas escolhas não têm nenhum sentido.
A Quietude é a Chave (HOLIDAY, RYAN);Não há como desfrutar a posse de nada valioso a menos que se tenha alguém com quem compartilhá-lo.
A Quietude é a Chave (HOLIDAY, RYAN);Cada um de nós deve parar e se perguntar: O que é importante para mim? Qual é a coisa pela qual eu me sacrificaria para não a trair? Como vou viver e por quê?
A Quietude é a Chave (HOLIDAY, RYAN);“Para ser realmente feliz e estar de fato seguro, deve-se ter pelo menos dois ou três hobbies, e todos eles devem ser reais.”
A Quietude é a Chave (HOLIDAY, RYAN);Um estudo recente mostrou que os indivíduos avaliados preferiam dar a si mesmos um choque elétrico a passar por apenas alguns minutos de tédio. Depois nos perguntamos por que as pessoas fazem tantas coisas estúpidas.
A Quietude é a Chave (HOLIDAY, RYAN);Kierkegaard acreditava que a imobilidade era uma espécie de terreno fértil para a doença. Mas andar, movimento, era quase sagrado para ele. Limpava a alma e a mente de modo a preparar suas explorações como filósofo. A vida é um caminho, ele gostava de dizer, temos de trilhá-lo.
A Quietude é a Chave (HOLIDAY, RYAN);Uma riqueza de informação cria uma pobreza de atenção. — HERBERT SIMON
A Quietude é a Chave (HOLIDAY, RYAN);A vida é insignificante para a pessoa que acha que suas escolhas não têm nenhum sentido.
A Quietude é a Chave (HOLIDAY, RYAN);Um estudo recente mostrou que os indivíduos avaliados preferiam dar a si mesmos um choque elétrico a passar por apenas alguns minutos de tédio. Depois nos perguntamos
A Quietude é a Chave (HOLIDAY, RYAN);a grande dificuldade de pensar ou agir com clareza (para não falar de ser feliz) quando estamos nos afogando em informação. É por isso que os advogados tentam soterrar o adversário em papéis. É por isso que agentes de informação inundam os inimigos com propaganda, para que percam o rastro da verdade. Não é por coincidência que a meta dessas táticas seja informalmente chamada de paralisia por análise.
A Quietude é a Chave (HOLIDAY, RYAN);Ele inventou um bom teste para qualquer momento em que estivesse sendo atraído por um forte desejo: O que acontecerá comigo se eu conseguir o que quero? Como me sentirei depois?
A Quietude é a Chave (HOLIDAY, RYAN);Ter um impulso e resistir a ele, parar e examiná-lo, deixá-lo passar como um mau cheiro — é assim que desenvolvemos força espiritual. É assim que nos tornamos quem queremos ser neste mundo.
A Quietude é a Chave (HOLIDAY, RYAN);Deixar de ver noticias por exemplo
A Quietude é a Chave (HOLIDAY, RYAN);Quanto menos energia desperdiçamos nos arrependendo do passado ou nos preocupando com o futuro, mais energia temos para nos dedicar ao que está à nossa frente.
A Quietude é a Chave (HOLIDAY, RYAN);"há coisas demais chegando até nós. Para pensar com clareza, é essencial que cada um descubra como separar o irrelevante do essencial. Não basta ser inclinado ao pensamento profundo e à análise sóbria; um líder deve criar tempo e espaço para isso."
A Quietude é a Chave (HOLIDAY, RYAN);Não há quietude para a mente que não pensa em nada senão em si mesma, nem haverá paz para o corpo e o espírito que seguem todos os seus impulsos e não valorizam nada exceto a si mesmos.
A Quietude é a Chave (HOLIDAY, RYAN);Ele inventou um bom teste para qualquer momento em que estivesse sendo atraído por um forte desejo: O que acontecerá comigo se eu conseguir o que quero? Como me sentirei depois? Em essência, a maioria dos desejos são de fato emoções irracionais, e é por isso que a quietude nos exige uma pausa para avaliá-los.
A Quietude é a Chave (HOLIDAY, RYAN);Quando enfrentamos uma crise, nossa mente repete em looping como aquilo é injusto, como é insano que continue acontecendo e que não pode continuar assim. Por que estamos nos esvaziando de energias emocionais e mentais essenciais justo quando mais precisamos delas?
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Camadas de redundância são o cerne do gerenciamento de risco nos sistemas naturais.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Sistemas complexos criados pelo homem tendem a desenvolver cascatas e cadeias descontroladas de reações que fazem diminuir e, inclusive, eliminam a previsibilidade, além de gerarem um superdimensionamento dos acontecimentos. Assim, o mundo moderno pode estar se aprimorando em conhecimento tecnológico, mas, paradoxalmente, tem tornado as coisas muito mais imprevisíveis.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);a inovação e a sofisticação brotam de situações iniciais de necessidade, sob formas que vão muito além da satisfação de tal necessidade (dos efeitos colaterais indesejados de, digamos, uma invenção inicial ou de uma tentativa de invenção)
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);"“conquista passiva”. Poucos compreendem que a procrastinação é nossa defesa natural, deixando que as coisas cuidem de si mesmas e exerçam sua antifragilidade; ela é resultado de algum nível de sabedoria ecológica ou naturalista, e nem sempre é algo ruim — no nível existencial, ela é meu corpo rebelando-se contra as armadilhas"
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);as probabilidades de acontecimentos raros, simplesmente, não são computáveis.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Uma série de microestados é semelhante ao ramo de restaurantes, que discutimos anteriormente: volátil, mas nunca existirá uma crise generalizada de restaurantes — ao contrário do negócio bancário, por exemplo. Por quê? Porque ele é composto de uma série de pequenas unidades independentes e concorrentes, que não ameaçam o sistema de forma individual e o fazem pular de um estado para outro. A aleatoriedade é distribuída, em vez de ser concentrada.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);para crianças pequenas, a dor é a única informação de gerenciamento de risco, uma vez que suas faculdades lógicas não são muito desenvolvidas
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);"Temos a ilusão de que o mundo funciona graças ao planejamento, às pesquisas universitárias e ao financiamento burocrático, mas há provas convincentes — bastante convincentes — de que tudo isso é uma ilusão, ilusão que chamo de ensinar os pássaros a voar. A tecnologia é o resultado da antifragilidade, explorada por aqueles que assumem riscos sob a forma de ajustes e de tentativa e erro, ficando o planejamento obsessivo confinado aos bastidores. Os engenheiros e os remendãos desenvolvem coisas, enquanto os livros de história são escritos por acadêmicos;"
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);É por isso que o frágil precisa ser muito preditivo em sua abordagem, e, inversamente, os sistemas preditivos causam fragilidade. Quando você quer desvios, e não se preocupa com a possível dispersão de resultados que o futuro pode trazer, já que a maioria será útil, você é antifrágil.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Os riscos dos assalariados estão ocultos.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);Em nenhum momento da história tantas pessoas que não assumem riscos, ou seja, aquelas sem qualquer exposição pessoal, exerceram tanto controle. A principal regra ética é a seguinte: não terás a antifragilidade à custa da fragilidade dos outros.
Nassim Nicholas Taleb (2 ebooks juntos) (Taleb, Nassim Nicholas);pois os desvios são mais prejudiciais do que úteis. É por isso que o frágil precisa ser muito preditivo em sua abordagem
